"","business_id","mean_stars","std_stars","sum_votes_useful"
"247","O6fEzyH0fRP7r8IbSnCgoA",4.21,0.670820393249937,9
"248","I34mPToWNbOedyvIyZ5imQ",1.6,0.489897948556636,2
"249","VZ3A1pVQFwzNGnsNEz3FiQ",3.38,1.21243556529821,5
"250","l6JjVKeofCbW2wdT-80lPg",3.72,1.4456832294801,27
"251","yMbHZ9Sok3wAtPy-ShSQHA",4.4,0.489897948556636,9
"252","8k5x30m0D3wG1xBHZ0pqBQ",3.11,1.04880884817015,59
"253","ZF58mOM_ACiIhmwr8s_G1w",3.84,1.12249721603218,14
"254","tC04i64a3nKCcvrnDpbT3A",4.17,1.15758369027902,19
"255","aTMDGTQpHVzUY2VxBy4i8A",3.71,0.91104335791443,38
"256","_hnRVcSMaLJGELaQT5RRsw",2.38,1.40712472794703,3
"257","2unQHR9uaRxk3dsW6f3MGA",3.29,1.2,54
"258","bxuKrGz1C4kXm_kjILdfAA",4.02,1.13578166916005,67
"259","AffD8LJ--KrlIoKb8p4AJg",2,1.73205080756888,8
"260","mv1gFZ8FYsFIOTENKhXddw",3.83,1.34536240470737,3
"261","cAVCgo5fkCrvjWjKBfHIGw",5,0,1
"262","Hs5ucqGY-IzV4wIYYe_f5Q",5,0,0
"263","s_w8ohbsVOevvnis4OZojw",1.71,1.09544511501033,11
"264","i6XMXHR1HnX6EeNMntXDig",3.75,1.64012194668567,3
"265","edP6Wzpvewfk5PR_nywXdg",4.94,0.244948974278318,6
"266","JU-y40a_2XjhBe_G5jnSAg",2.67,0.94339811320566,1
"267","o93LKyI7kKpCgDH8BewuHw",2.33,1.88679622641132,2
"268","Ew_BOifmNQrh4P1VJvK5qg",1.75,0.830662386291807,0
"269","b_nLadOg4c52YMx2Anrqrw",3.33,1.7,2
"270","HmNXiIfi1qPgYnSmleXHrw",4.53,1.28840987267251,15
"271","1vQLTKwmcmZXtNzfKEvMmA",3.23,1.51986841535707,19
"272","Hdyfkle-fuls8fjyjQzNrA",3.5,1.80277563773199,6
"273","2Gvg45qaL6icaFKDjA4yyg",3.94,1.0295630140987,63
"274","IgzJjFDZX4h71wG-fAVg7A",3.22,0.916515138991168,3
"275","RCc01aDaUvQ-sWfoalfjXA",4.15,1.18321595661992,67
"276","fphcaoXU9ywS5t3zEqYyvA",3.09,1.26885775404495,43
"277","GMTCRbO-3Eg12sxyRyU4Bg",4.79,0.774596669241483,10
"278","WwZWQbsRooREFaiSUdVvJQ",5,0,14
"279","322lV5vtiPrfKvthyqhT0g",3.4,1.35646599662505,6
"280","znIdQYlDrcu3LYtJZhOrkA",2.75,0.435889894354067,4
"281","NoCMIKfpJGmJ9OI0u7IZ0A",4,0,1
"282","fe4eDREGnGgxpdJDVR7yxw",3.86,1.12694276695846,1
"283","Mks7WVlqXhpw_HLIKOoihg",5,0,0
"284","x-S7Nooy3jiKChpR00mVWw",3.41,1.61245154965971,55
"285","Fo424KetiOnQp0DVJooYMw",2.76,1.15758369027902,29
"286","EpQDugxrbGJlvpSx8piy7A",2.56,1.22474487139159,18
"287","Nu9ncTohg8Uo_BNFl_LH_w",4.68,0.921954445729289,18
"288","YSXuWnwzfC7EN2ZMB_A2Ng",4,1.22474487139159,2
"289","coo6eAhevrKNC1azLAfGaw",4.33,0.905538513813742,115
"290","2bFrNEhlNjFA7aqJyYBXmw",3.64,1.17046999107196,20
"291","JYnLwLHfM5UHjhsKb6x0LQ",3.57,1.7606816861659,3
"292","vFOgPc3Ib5wzejPhGqxM4Q",3.83,1.15758369027902,29
"293","Iu8jmmDFcDSf5PCdor1dvg",3.97,1.15758369027902,38
"294","Zoh0hT-9ivhZ52dHr73NXA",3.33,0.469041575982343,2
"295","28-2Guqn4HpomlYlJ5UoZw",2.83,1.72336879396141,19
"296","hdnlJWry4D_UaSsRovWUTQ",1.25,0.435889894354067,11
"297","r09Kgul5TUPtHvRVRJ-sWw",3.38,1.0770329614269,18
"298","3U4uUFwsOlfC-Oel75Ry0Q",3.82,1.74928556845359,17
"299","zhAR01_0FiT1fRxdOUu_vg",4.56,1.25698050899765,1
"300","MRntQraGJZMWtfAhPv_JZA",1.43,0.728010988928052,9
"301","X2xC_dpOqLQaELs5s4aYQQ",3.9,1.41067359796659,11
"302","_ql42UadWUh9SgU09_c2mQ",3.4,1.113552872566,59
"303","tl-yAtKfAB7wtCWehVH1cQ",3.79,0.938083151964686,5
"304","5MIAhgraTRLxcpR2Py0Taw",2.67,1.24899959967968,4
"305","PhNMoZdUIig59S102rlppw",3.67,1.88679622641132,1
"306","Mqn5i_0CHNytgiG3A3tzIA",2.67,1.24899959967968,0
"307","MI0OfnmlfkUh2xPhT1lQSg",2.44,1.41774468787578,20
"308","sjAFuVBbJA2W87MB7Z85bg",3.5,1.5,1
"309","QOxHF9vGdrCEaXtcwUvhzw",2.67,1.24899959967968,6
"310","95sQlDylaJ21U6iEl_MEXQ",2.69,1.38202749610853,12
"311","ZDgSKEZ_xY6pIu0gIsa26A",5,0,20
"312","sXDr77d29OFiCOvsw-LR3g",4.4,0.8,14
"313","Y3a3RkR97J_ReiKgiMXeJg",3.16,1.25299640861417,66
"314","A1hqUVCcjRJb3PB96QFY0w",3.53,0.99498743710662,16
"315","WCorga9tk_SayxbZbP7Hvg",2.6,1.35646599662505,7
"316","-6NW_kqoPel7SxGHLAv5Hg",4.38,1.31529464379659,3
"317","IcyboAdccBgNAVtJo4OMQQ",2.67,0.848528137423857,2
"318","-6m6SqygK0Ak-PSN5pRqjA",2.67,1.7,2
"319","JiJipQUt-fiUlAweehWdtQ",5,0,1
"320","gJTxExxjYywlgOPeoYxfKw",4.17,1.46287388383278,4
"321","WvZU5CF7jnBfsS5ah6sp1Q",3,1.09544511501033,2
"322","zkj-zTHWGgFVBFde0yCLQA",3.33,1.48996644257513,1
"323","cwyq1QIa4fNISUap4PCs_A",4,1,0
"324","9iPsnH3gJdyledlHYahLeg",3,0.632455532033676,3
"325","-r5aq7vjN6lMFDZ4XYErkQ",4.15,1.45945195193264,16
"326","ajCZmYnww20BPps6auUEeA",5,0,2
"327","WEBb-U3PtbNAEJW_6xyqTw",5,0,5
"328","hP_TLIk8xToWxsYKCl9w1w",2.75,1.09087121146357,0
"329","NsaWQofiGh_zU7X_WX4ixg",4,1.73205080756888,5
"330","A9acBFCTT87z9pXngUwN8g",1.82,1.29228479833201,24
"331","WD960AVhixDt-891wf5SUw",5,0,1
"332","DnZkFbDjnts5ABUUA9QuVg",3.59,1.0816653826392,48
"333","xnCvCAWaUEdsBrdcf87WDQ",5,0,13
"334","BXaCH0JiDAqOFrc4-6wKJg",4.33,0.469041575982343,5
"335","wsEpY9SKydAAr5ESWCEo0Q",4.22,0.412310562561766,8
"336","MpFziuV66BreNV1VMCYs9g",2.83,1.47986485869487,72
"337","iWlaj4R-2BTsWR7PwL90BQ",2.59,1.45945195193264,161
"338","lHR3MZCMv_bf3mjRZivQxQ",4,0,0
"339","bxF5KhZbBhVk3usx58FgVg",2.67,1.9723082923316,12
"340","fiakOloknJZNUDD-yly-Ew",3.44,1.5,9
"341","orRtROuWoOZWKdfgzgFXJA",4,0,2
"342","uzETXY35sIROqx6nnGuq-A",2,0,3
"343","7h0-KtLbYH1gu6QBv_-jxg",4.05,1.01980390271856,110
"344","VYCbveCk-j4UR_aSTuASJA",3.53,1.28062484748657,25
"345","x8MeQsAS0IHmnDK7L9FPBA",4.43,1.04880884817015,2
"346","qC6ZqST6Q58qXHsDAjM_5w",3.83,1.21243556529821,1
"347","n1ZQHUMpPnRtd1aJTkQD_A",3.14,1.4560219778561,11
"348","2y-zifC8_V5XUTsyCSWvdQ",3.63,1.14891252930761,103
"349","GF95bWp-19I5YbNtr9VluQ",1.67,0.469041575982343,1
"350","E0Gi93pSbrJVnQcV8JE8RQ",3.2,1.46969384566991,6
"351","Pi9EcYGuqNqidxbiqLAI4A",3.33,1.7,0
"352","Wy3JgOLgjNFFctWsdLd2ew",4,0,8
"353","hcFlvyDQq-1izciN8bxCQA",2.25,1.3,1
"354","naDTO22ssRv4WycLVNeaWw",2.38,1.31529464379659,3
"355","Oqq7UAWbFUe9krVkx1TEOg",3.93,1.22065556157337,5
"356","2jvaBYOPXvJawLFJ_c9koA",4.4,0.489897948556636,8
"357","FdU47_i2BtDHXIKDuOsINA",5,0,0
"358","jkULHBAZBM3s5DQJkM-6RA",3.44,1.45945195193264,33
"359","WZZK_F66iPuLp9jeFCeKDA",4.2,1.6,2
"360","xWUQak48XdNZ4ZlkaI4zng",4.1,1.01980390271856,64
"361","jLQiEPEtGAGu_kN_uJRaBw",4.33,0.94339811320566,3
"362","O3If_01CGwkRgaOosGfXKA",1.8,1.6,12
"363","p2nJVL3b1KCiRHqZvN_f5g",3.67,1.88679622641132,1
"364","u5BeVgTyqYPowJpRt5bnJA",3.43,1.04880884817015,12
"365","Af2qmVsMCzpKEg4DxsCm2g",4.34,1.14455231422596,77
"366","K-bnsVa7FO-mTDTNRpoE9g",4.31,0.768114574786861,13
"367","a7A0IT_RrdIL6K1l-76-Cg",4.1,0.7,7
"368","a_5_3LDzqgclJLrkv8qykg",3.33,1.7,0
